video_id,timestamp_sec,mafd,source,label_type,labeler_id,notes
sample_05,10.43,28.867,detected_candidate,full_cut,user_chat_confirm,"사용자가 candidate #1 triplet(전/해당/후 프레임) 확인 후 채팅으로 확정 (2026-08-23)"
sample_05,11.93,29.445,detected_candidate,full_cut,user_chat_confirm,"사용자가 candidate #2 triplet 확인 후 채팅으로 확정 (2026-08-23)"
sample_05,15.2,28.015,detected_candidate,full_cut,user_chat_confirm,"사용자가 candidate #3 triplet 확인 후 채팅으로 확정 (2026-08-23)"
sample_05,58.4,27.439,detected_candidate,full_cut,user_chat_confirm,"사용자가 candidate #4 triplet 확인 후 채팅으로 확정 (2026-08-23)"
sample_05,115.03,27.385,detected_candidate,full_cut,user_chat_confirm,"사용자가 candidate #5 triplet 확인 후 채팅으로 확정 (2026-08-23)"
sample_05,116.8,27.95,detected_candidate,full_cut,user_chat_confirm,"사용자가 candidate #6 triplet 확인 후 채팅으로 확정 (2026-08-23)"
sample_05,179.83,30.807,detected_candidate,full_cut,user_chat_confirm,"사용자가 candidate #7 triplet 확인 후 채팅으로 확정 (2026-08-23)"
sample_05,179.97,31.225,detected_candidate,full_cut,user_chat_confirm,"사용자가 candidate #8 triplet 확인 후 채팅으로 확정 (2026-08-23)"
sample_05,1.93,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,7.63,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,9.13,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,28.87,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,32.17,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,54.30,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,64.43,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,67.23,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,69.40,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,72.47,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,82.37,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,86.83,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,89.60,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,93.33,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,96.73,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,107.17,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,111.80,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,117.50,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,121.30,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,122.60,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,126.20,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,130.33,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,135.77,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,140.07,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,141.07,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,142.67,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,145.77,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,147.97,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,148.83,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,154.03,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,165.77,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,168.80,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,171.00,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,175.00,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,175.67,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,182.07,,human_added_missed_edit,full_cut,user_chat_confirm,"사용자 전체 영상 독립 검수로 발견한 detector 누락 편집 (2026-08-23)"
sample_05,,,,,,"[대기] CONFIRM_NO_ADDITIONAL_MISSED_CUTS는 사용자가 명시적으로 '추가 missed edit 없음'이라고 답한 경우에만 채워집니다. 이번 검수에서는 36건의 human_added_missed_edit이 이미 존재하므로(review_evidence=True) recall 계산에는 이 sentinel이 필요하지 않습니다. 다만 사용자는 낮은 변화량의 나머지 후보들도 별도 검토했고 그것들은 실제 편집으로 추가하지 않기로 판단함(자막/오버레이 변화 또는 동일 장면 내 움직임으로 판단) -- 이 판단 자체는 '전체 검수 완료'의 근거이지 별도 행으로 기록할 필요는 없음."
